生まれ年,年代,体力年齢,性別,身長,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
nan,30代男性,45~49,男,170.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,False,False,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,False,False
nan,30代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,False,False,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,False,False
1983.0,30代男性,20~24,男,161.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1983.0,30代男性,35~39,男,174.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1983.0,30代男性,30~34,男,175.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1984.0,30代男性,20~24,男,182.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1985.0,30代男性,20~24,男,170.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1985.0,30代男性,20~24,男,180.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1985.0,30代男性,20~24,男,170.5,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1986.0,30代男性,20~24,男,171.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1986.0,30代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1987.0,30代男性,25~29,男,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1988.0,30代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1988.0,30代男性,35~39,男,181.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1988.0,30代男性,30~34,男,174.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1988.0,30代男性,20~24,男,168.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1989.0,30代男性,65~69,男,170.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1989.0,30代男性,30~34,男,167.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1990.0,30代男性,45~49,男,182.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1990.0,30代男性,55~59,男,174.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1991.0,30代男性,35~39,男,164.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1991.0,30代男性,20~24,男,172.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1991.0,30代男性,20~24,男,176.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1992.0,30代男性,20~24,男,170.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1992.0,30代男性,40~44,男,170.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1992.0,30代男性,20~24,男,172.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1992.0,30代男性,20~24,男,170.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1993.0,20代男性,35~39,男,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1993.0,20代男性,20~24,男,173.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1993.0,20代男性,35~39,男,177.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1994.0,20代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1994.0,20代男性,20~24,男,169.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1994.0,20代男性,40~44,男,165.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1994.0,20代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1994.0,20代男性,30~34,男,185.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1995.0,20代男性,35~39,男,176.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1995.0,20代男性,20~24,男,171.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1995.0,20代男性,20~24,男,171.2,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1995.0,20代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1995.0,20代男性,20~24,男,169.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
1996.0,20代男性,50~54,男,176.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1996.0,20代男性,20~24,男,172.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1996.0,20代男性,50~54,男,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1996.0,20代男性,30~34,男,169.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1996.0,20代男性,20~24,男,175.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1997.0,20代男性,30~34,男,181.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1999.0,20代男性,25~29,男,173.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1999.0,20代男性,50~54,男,175.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
2000.0,20代男性,75~79,男,161.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
2000.0,20代男性,20~24,男,170.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,False,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,肺活量
2000.0,20代男性,20~24,男,176.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
2001.0,20代男性,20~24,男,166.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
2001.0,20代男性,20~24,男,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
2001.0,20代男性,20~24,男,171.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
2005.0,10代男性,40~44,男,166.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
2008.0,10代男性,25~29,男,159.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,垂直跳び,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1963.0,50代女性,50~54,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1963.0,50代女性,60~64,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1964.0,50代女性,30~34,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1965.0,50代女性,55~59,女,156.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1965.0,50代女性,45~49,女,152.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1965.0,50代女性,45~49,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1965.0,50代女性,25~29,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1965.0,50代女性,45~49,女,155.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1965.0,50代女性,65~69,女,158.0,握力（右）,握力（左）,握力平均,上体起こし,上体そらし,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,肺活量
1966.0,50代女性,50~54,女,162.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1966.0,50代女性,40~44,女,161.5,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,40~44,女,154.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,55~59,女,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,35~39,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,45~49,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,30~34,女,168.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,65~69,女,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1967.0,50代女性,40~44,女,153.6,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1968.0,50代女性,45~49,女,157.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1968.0,50代女性,40~44,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,40~44,女,166.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,40~44,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,40~44,女,157.4,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,30~34,女,161.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,40~44,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,50~54,女,158.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,50~54,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1969.0,50代女性,25~29,女,162.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,20~24,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,45~49,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,55~59,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,55~59,女,148.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,20~24,女,160.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,40~44,女,166.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,35~39,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,55~59,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,60~64,女,152.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,50~54,女,155.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,30~34,女,159.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,55~59,女,169.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,45~49,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1970.0,50代女性,40~44,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,反復横跳び,False,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,45~49,女,162.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,False,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,45~49,女,160.0,握力（右）,握力（左）,握力平均,上体起こし,False,背筋力,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,立ち幅跳び,反復横跳び,20mシャトルラン,ハンドボール投げ,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,40~44,女,153.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,60~64,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,45~49,女,165.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,60~64,女,154.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,50~54,女,161.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,55~59,女,164.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,35~39,女,159.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,55~59,女,169.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,20~24,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,35~39,女,153.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,35~39,女,161.5,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
1971.0,50代女性,50~54,女,163.0,握力（右）,握力（左）,握力平均,False,False,False,立ち上がり,30秒立ち座り,False,2ステップ,2ステップの距離,False,False,False,False,長座体前屈,閉眼片足立ち,棒反応,False
